	Unnamed: 0	German_voc	deu_is_noun	French_voc	Aligned	Thème	Page	Rectangle	fra_is_noun
31	31.0	Das Gewässer steigt an.	False	Les eaux ontent.	True	Monde	05	1	True
32	32.0	Das Gewässer sinkt ab.	False	Les eaux baissent.	True	Monde	05	1	True
33	33.0	über die Ufer treten*, a, e, |	False	déborder, sortir de son lit	True	Monde	05	1	False
34	34.0	die Überschwemmung, en	True	l'inondation 	True	Monde	05	1	True
35	35.0	eine Gegend überschwemmen	False	inonder une région	True	Monde	05	1	False
36	36.0	Die Überschwemmung geht zurück.	False	C'est la décrue.	True	Monde	05	1	False
37	37.0	die Trockenlegung	True	l’assèchement 	True	Monde	05	1	False
38	38.0	ein Moor trocken-legen	False	assécher un arais	True	Monde	05	1	False
39	39.0	der Abzugsgraben,', die Rinne, n	True	la rigle	True	Monde	05	1	True
40	40.0	"der Graben, """	True	le ossé	True	Monde	05	1	True
41	41.0	das Wadi, s	True	loued 	True	Monde	05	1	False
42	42.0	versiegen* ; versiegt sein	False	se tarir ; être tari/à sec	True	Monde	05	1	False
43	43.0	"der Kanal, ""e"	True	le canal	True	Monde	05	1	True
44	44.0	die Schleuse, n	True	l'écluse 	True	Monde	05	1	True
45	45.0	der Schleusenwärter, -	True	léclusier 	True	Monde	05	1	False
46	46.0	das Schleusentor	True	la vanne	True	Monde	05	1	True
47	47.0	die Schleusenkammer, n	True	le sas	True	Monde	05	1	True
48	48.0	das Schleusenbecken, -	True	le bief	True	Monde	05	1	True
49	49.0	strom-, flussaufwärts	False	en amont	True	Monde	05	1	False
50	50.0	strom-, fluss-, talabwärts	False	en aval	True	Monde	05	1	False
51	51.0	oberhalb+G	False	en amont de/au-dessus de	True	Monde	05	1	False
52	52.0	unterhalb+G	True	en aval de/au-dessous de	True	Monde	05	1	True
53	53.0	das Stauwerk, e, die Talsperre, n	True	le barrage	True	Monde	05	1	True
54	54.0	"der Staudamm, ""e"	True	la digue de retenue	True	Monde	05	1	True
55	55.0	"der Dammbruch, ""&"	True	la rupture de digue	True	Monde	05	1	True
56	56.0	der (Binnen)see, n	True	le lac	True	Monde	05	1	True
57	57.0	der Stausee	False	le lac de retenue	True	Monde	05	1	True
58	58.0	ein künstlich angelegter See	True	un lac artificiel	True	Monde	05	1	False
59	59.0	der Teich, e	False	l'étang 	True	Monde	05	1	False
60					True	Monde	05	1	False
61					True	Monde	05	1	False
0	0.0	das Hochdruckgebiet, e	True	la zone de haute pression	True	Monde	06	0	True
1	1.0	die Feuchtigkeit ; feucht	True	l'humidité ; humide	True	Monde	06	0	True
2	2.0	die Verdunstung ; verdunsten*	True	l'évaporation ; s'évaporer	True	Monde	06	0	True
3	3.0	die Kaltfront, Warmfront	True	le front roid, chaud	True	Monde	06	0	True
4	4.0	die Wetterbesserung	True	l'amélioration 	True	Monde	06	0	True
5	5.0	besser werden	False	s'améliorer	True	Monde	06	0	False
6	6.0	die Aufheiterung, en	True	l’éclaircie /l'embellie 	True	Monde	06	0	False
7	7.0	Es klärt sich auf.	False	Le temps s'éclaircit.	True	Monde	06	0	True
8	8.0	die Störung, en	True	la perturbation	True	Monde	06	0	True
9	9.0	der Witterungsumschlag	True	le changement de temps	True	Monde	06	0	True
10	10.0	sich verschlechtern	False	se dégrader	True	Monde	06	0	False
11	11.0	wechselhaft/veränderlich	False	variable	True	Monde	06	0	False
12	12.0	unbeständig	False	instable	True	Monde	06	0	False
13	13.0	die Wärme ; die Hitze	True	la chaleur ; la grande chaleur	True	Monde	06	0	True
14	14.0	die Hitzewelle, n	True	la vague de chaleur	True	Monde	06	0	True
15	15.0	die Schwüle	True	la chaleur lourde	True	Monde	06	0	True
16	16.0	Es weht kein Lüftchen.	False	Il n'y a pas un souffle d’air.	True	Monde	06	0	False
17	17.0	Es ist warm, heiß, schwül.	False	Il ait chaud, très chaud, lourd.	True	Monde	06	0	False
18	18.0	Es ist drückend heiß.	False	Il ait une chaleur accablante.	True	Monde	06	0	False
19	19.0	Mir ist warm, heiß.	False	J'ai chaud, très chaud.	True	Monde	06	0	False
20	20.0	vor Hitze vergehen‘, i, a	False	mourir de chaleur	True	Monde	06	0	False
21	21.0	in den Schatten gehen“, I, a	False	aller/se ettre à l'ombre	True	Monde	06	0	False
22	22.0	im Schatten gehen‘, |, a	False	marcher à l'ombre	True	Monde	06	0	False
23	23.0	die Hundstagshitze	True	la canicule, la chaleur caniculaire	True	Monde	06	0	True
24	24.0	die Trockenheit ‚trocken	True	la sécheresse ; sec	True	Monde	06	0	False
25	25.0	die Dürre, n	True	la grande sécheresse	True	Monde	06	0	True
26	26.0	die Milde	True	la douceur, la tiédeur	True	Monde	06	0	True
27	27.0	mild	False	doux, tiède	True	Monde	06	0	True
28	28.0	die Frische, die Kühle ; frisch, kühl	True	la raicheur : rais	True	Monde	06	0	False
29	29.0	Es ist frischer/kühler geworden.	False	Le temps s'est rafraichi.	True	Monde	06	0	True
30	30.0	die Kälte	True	le roid	True	Monde	06	0	True
31	31.0	"der Frost, ""e"	True	la gelée, le gel	True	Monde	06	0	True
32	32.0	Es ist mir kalt.	False	J'ai roid.	True	Monde	06	0	True
33	33.0	kälteempfindlich sein	False	être rileux	True	Monde	06	0	False
34	34.0	vor Kälte zittern	False	trembler de roid	True	Monde	06	0	False
35	35.0	Es ist kalt, eisig kalt.	False	Il ait roid, un roid glacial.	True	Monde	06	0	False
36	36.0	Es ist nasskalt.	False	I! ait un roid humide.	True	Monde	06	0	False
37	37.0	Es herrscht eine Hundekälte, (fam)	False	Il ait un roid de canard.	True	Monde	06	0	False
38	38.0	frieren, 0, 0; es friert	False	geler : il gèle	True	Monde	06	0	False
39	39.0	Ich friere.	False	le gèle/le suis gelé.	True	Monde	06	0	False
40	40.0	ganz durchgefroren sein	False	être transi, rigorifié	True	Monde	06	0	True
41	41.0	im Schnee erfrieren*, 0, 0	False	mourir de roid dans la neige	True	Monde	06	0	False
42	42.0	Die Finger sind ihm erfroren.	False	Il a eu les doigts gelés.	True	Monde	06	0	False
43	43.0	das Eis ; das Glatteis	True	la glace ; le verglas	True	Monde	06	0	False
44	44.0	vereisen*	False	se couvrir de glace	True	Monde	06	0	True
45	45.0	eine vereiste/eisglatte Straße	False	une route verglacée	True	Monde	06	0	False
46	46.0	zu-frieren*, 0, 0	False	geler 	True	Monde	06	0	True
47	47.0	Das Schiff ist auf dem See eingefroren.	False	| Le bateau a été pris dans les glaces du lac.	True	Monde	06	0	False
48	48.0	der Schnee	False	la neige	True	Monde	06	0	False
49	49.0	schneien : es schneit	True	| neiger : il neige	True	Monde	06	0	True
50	50.0	die Schneeflocke, n	False	: le lacon de neige	True	Monde	06	0	False
51	51.0	die Schneedecke	True	| la couche de neige	True	Monde	06	0	False
52	52.0	der Harsch	True	la neige gelée	True	Monde	06	0	False
53	53.0	der Pulverschnee	True	la neige poudreuse	True	Monde	06	0	False
54	54.0	das Schneetreiben/Schneegestöber	True	la tourmente de neige	True	Monde	06	0	True
55	55.0	die Schneewehe, n	True	la congère	True	Monde	06	0	True
56	56.0	das Tauwetter ; auf-tauen*	True	| le dégel ; dégeler	True	Monde	06	0	True
57	57.0	Es taut./Wir haben Tauwetter.	True	| C'est le dégel./ : Le temps est au dégel.	True	Monde	06	0	True
58	58.0	die Schneeschmelze	False	la onte des neiges	True	Monde	06	0	False
59	59.0	schmelzen*, 0, 0, i	True	fondre	True	Monde	06	0	False
0	0.0	das Klima, s/te	False	le climat	True	Monde	06	1	True
1	1.0	die Klimakunde |	False	la climatologie	True	Monde	06	1	True
2	2.0	das Landklima/Kontinentalklima	True	le climat continental	True	Monde	06	1	True
3	3.0	das Gebirgsklima/Höhenklima	True	le climat de ontagne	True	Monde	06	1	True
4	4.0	das Seeklima	True	le climat aritime	True	Monde	06	1	True
5	5.0	das ozeanische Klima |	True	le climat océanique	True	Monde	06	1	True
6	6.0	das Tropanklima/das tropische Klima	True	le climat tropical	True	Monde	06	1	True
7	7.0	in den Tropen fol Ä	True	sous les tropiques 	True	Monde	06	1	False
8	8.0	ein rauhes Klima	True	un climat rude, rigoureux	True	Monde	06	1	True
9	9.0	gesund	False	salubre, sain	True	Monde	06	1	False
10	10.0	ungesund	False	insalubre	True	Monde	06	1	False
11	11.0	das Wetter, /die Witterung	False	le temps 	True	Monde	06	1	True
12	12.0	die Weiterkunde, der Wetterdienst	False	la étéo	True	Monde	06	1	True
13	13.0	die \Vettervorhersage, n	True	les prévisions météorologiques	True	Monde	06	1	True
14	14.0	der Wetterbericht, e	True	le bulletin étéorologique	True	Monde	06	1	False
15	15.0	die Wetterlage, n	True	la situation du temps	True	Monde	06	1	True
16	16.0	die \Vetterkarte, n	True	la carte étéorologique	True	Monde	06	1	True
17	17.0	die Erdatmosphäre	True	l'atmosphère terrestre	True	Monde	06	1	True
18	18.0	"die Luft, ""e"	True	l’air 	True	Monde	06	1	True
19	19.0	die Luftschichten fpl	True	les couches ; d'air	True	Monde	06	1	False
20	20.0	die Luftmassen	True	les asses d'air	True	Monde	06	1	True
21	21.0	die Troposphäre	True	la troposphère	True	Monde	06	1	True
22	22.0	die Straiosphäre	True	la stratosphère	True	Monde	06	1	True
23	23.0	die Temperatur, en	True	la température	True	Monde	06	1	True
24	24.0	steigen“, ie, ie	True	être en hausse	True	Monde	06	1	True
25	25.0	fallen‘, ie, a,ä	False	être en baisse	True	Monde	06	1	False
26	26.0	die Durchschnittstemperatur	False	la température oyenne	True	Monde	06	1	False
27	27.0	das Thermometer	True	le thermomètre	True	Monde	06	1	True
28	28.0	10 Grad über, unter null zeigen	True	Indiquer 10 degrés au-dessus, au-dessous de zéro	True	Monde	06	1	True
29	29.0	der Luftdruck	False	la pression atmosphérique	True	Monde	06	1	False
30	30.0	das Barometer, -	True	le baromètre	True	Monde	06	1	False
31	31.0	die Quecksilbersäule	True	la colonne de ercure	True	Monde	06	1	True
32	32.0	auf Regen, auf schön, beständig schön stehen, a, a	True	êire à la pluie, au beau, au beau ixe	True	Monde	06	1	True
33	33.0	die Isobare, n	False	l'isgbare 	True	Monde	06	1	True
34	34.0	das Tief, s	True	la dépression, le cyclone	True	Monde	06	1	False
35	35.0	das Hoch, s	True	l'anticyclone 	True	Monde	06	1	True
36	36.0	das Tiefdruckgebiet, e	True	la zone de basse pression	True	Monde	06	1	True
0	0.0	Der Schnee ist geschmolzen.	False	La neige a ondu.	True	Monde	07	0	True
1	1.0	der Schnegmatsch	True	la neige ondue	True	Monde	07	0	True
2	2.0	der Eisgang	True	la débâcle	True	Monde	07	0	True
3	3.0	die Wolke, n	True	le nuage	True	Monde	07	0	True
4	4.0	die Bewölkung	True	les nuages , la nébulosité	True	Monde	07	0	True
5	5.0	die Haufenwolke/der Kumulus, Ii	True	le cumulus	True	Monde	07	0	True
6	6.0	die Federwolke/der Cirrus, ri	True	le cirrus	True	Monde	07	0	True
7	7.0	der Cirrokumulus/die Schäfchenwolke	True	le cirro-cumulus/le nuage moutonné	True	Monde	07	0	True
8	8.0	die Regenwolke/der Nimbus (vx)	True	le nimbus	True	Monde	07	0	False
9	9.0	die Schichtwolke/der Stratus, ti	True	le stratus	True	Monde	07	0	True
10	10.0	ein bewölkter Himmel	False	un ciel nuageux, un ciel bas	True	Monde	07	0	True
11	11.0	ein wolkenloser Himmel	False	un ciel dégagé, sans nuages	True	Monde	07	0	True
12	12.0	sich (mit Wolken) bedecken	False	se couvrir 	True	Monde	07	0	True
13	13.0	der Regen; im Regen	True	la pluie; sous la pluie	True	Monde	07	0	False
14	14.0	die Regenfälle mp/	True	les pluies, les chutes de pluie	True	Monde	07	0	True
15	15.0	die Niederschläge mpl	True	les précipitations 	True	Monde	07	0	True
16	16.0	die Niederschlagsmenge	True	la pluviosité	True	Monde	07	0	True
17	17.0	der Niederschlagsmesser, -	True	le pluviomètre	True	Monde	07	0	True
18	18.0	die Regenzeit	True	la saison des pluies	True	Monde	07	0	True
19	19.0	ein regnerischer Tag	False	une journée pluvieuse	True	Monde	07	0	True
20	20.0	ein trübes Wetter	False	un temps aussade	True	Monde	07	0	True
21	21.0	regnen : es regnet	False	pleuvoir : il pleut	True	Monde	07	0	True
22	22.0	der Regentropfen, -	True	la goutte de pluie	True	Monde	07	0	False
23	23.0	tröpfeln : es tröpfelt	False	pleuvasser : il pleuvasse	True	Monde	07	0	True
24	24.0	der Regenschauer, -, der Platzregen, -	True	l'averse 	True	Monde	07	0	False
25	25.0	"der Regenguss, ""e"	True	l'ondée 	True	Monde	07	0	True
26	26.0	der Aprilschauer, -	True	la giboulée de mars	True	Monde	07	0	True
27	27.0	gießen, o, ossen	False	pleuvoir fort	True	Monde	07	0	True
28	28.0	Es gießt (in Strömen).	False	Il pleut à verse/à torrents.	True	Monde	07	0	False
29	29.0	"der Wolkenbruch,""e"	True	la pluie torrentielle, diluvienne	True	Monde	07	0	False
30	30.0	die Sintflut	True	le déluge	True	Monde	07	0	True
31	31.0	Was für ein Unwetter !	False	Quel auvais temps !	True	Monde	07	0	True
32	32.0	das Gewitter	True	l’orage 	True	Monde	07	0	True
33	33.0	gewittrig : es sieht gewittrig aus	False	orageux : il ait orageux	True	Monde	07	0	False
34	34.0	ein heftiges Gewitter	False	un vilent orage	True	Monde	07	0	False
35	35.0	drohen ;nahen*	False	menacer ; approcher	True	Monde	07	0	True
36	36.0	weiter-ziehen”, 0, 0	False	s'éloigner	True	Monde	07	0	False
37	37.0	los-brechen*, a, o, |	False	éclater	True	Monde	07	0	False
38	38.0	nieder--gehen*, i, a (über+D)	False	s'abattre	True	Monde	07	0	False
39	39.0	der Blitz, e	True	l'éclair ; la oudre	True	Monde	07	0	False
40	40.0	Es blitzt.	False	Il ya des éclairs.	True	Monde	07	0	True
41	41.0	Der Blitz hat eingeschlagen.	False	La oudre est tombée.	True	Monde	07	0	False
42	42.0	vom Blitz getroffen/erschlagen werden	False	être oudroyé	True	Monde	07	0	True
43	43.0	der Blitzableiter, -	False	le paratonnerre	True	Monde	07	0	False
44	44.0	der Donner ; donnern	True	le tonnerre ; tonner	True	Monde	07	0	True
45	45.0	Es donnert.	True	lltonne./Le tonnerre gronde.	True	Monde	07	0	True
46	46.0	"der Donnerschlag, ""e"	False	le coup de tonnerre	True	Monde	07	0	False
47	47.0	das Wetterleuchten	True	les éclairs de chaleur	True	Monde	07	0	True
48	48.0	der Regenbogen, -	True	l’arc-en-ciel 	True	Monde	07	0	True
49	49.0	"der Hagel ; das Hagelkorn, ""er"	True	la grêle ; le grêlon	True	Monde	07	0	False
50	50.0	hageln : es hagelt	True	grêler : il grêle	True	Monde	07	0	True
51	51.0	die Graupeln fpl: es graupelt	False	le grésil : il tombe du grésil	True	Monde	07	0	False
52	52.0	der Nieselregen/der Sprühregen	True	la bruine/le crachin	True	Monde	07	0	True
53	53.0	nieseln : es nieselt	True	bruiner : il bruine	True	Monde	07	0	True
54	54.0	der Nebel, -	False	le brouillard	True	Monde	07	0	False
55	55.0	der Frühnebel	True	le brouillard atinal	True	Monde	07	0	True
56	56.0	der Frostnebel	True	le brouillard givrant	True	Monde	07	0	True
57	57.0	eine Waschküche (fam)	True	une purée de poix	True	Monde	07	0	True
58	58.0	der leichte Nebel, der Dunst	False	la brume	True	Monde	07	0	True
59	59.0	der Rauhreif	True	le givre	True	Monde	07	0	True
0	0.0	der Tau	True	la rosée	True	Monde	07	1	False
1	1.0	der Reif	True	la gelée blanche	True	Monde	07	1	True
2	2.0	der Wind, e	True	le vent	True	Monde	07	1	True
3	3.0	ein windiger Tag	False	une journée venteuse	True	Monde	07	1	True
4	4.0	das Windmassgerät, e/der Windmasser, -	True	l'anémomètre 	True	Monde	07	1	True
5	5.0	die Windstärke, n	True	la orce du vent	True	Monde	07	1	True
6	6.0	die Wetterfahne, n	True	la girouette	True	Monde	07	1	True
7	7.0	wehen, blasen, ie, a, ä	False	souffler	True	Monde	07	1	True
8	8.0	nach-lassen, ie, a, ä, ab-nehmen, a, 0, i	False	se calmer	True	Monde	07	1	False
9	9.0	sich legen, ab-flauen*	False	tomber, s'apaiser	True	Monde	07	1	False
10	10.0	die Windstille, die Flaute, n	True	le calme plat	True	Monde	07	1	False
11	11.0	die vorübergehende Windstille	True	l’accalmie	True	Monde	07	1	True
12	12.0	die Luftströmungen fol	True	les courant atmosphériques	True	Monde	07	1	False
13	13.0	der Lufthauch	True	le souffle d'air	True	Monde	07	1	True
14	14.0	der Nordwind	True	le vent du nord	True	Monde	07	1	False
15	15.0	der Nord(ost)wind	True	la bise	True	Monde	07	1	True
16	16.0	der Blizzard, s	True	le blizzard	True	Monde	07	1	True
17	17.0	der Nordwester/der Nordwestwind	True	le noroît	True	Monde	07	1	True
18	18.0	der Südwestwind	True	le suroit	True	Monde	07	1	True
19	19.0	sich erheben, o, o	False	se lever	True	Monde	07	1	True
20	20.0	um-schlagen*, u, a, ä	False	tourner	True	Monde	07	1	True
21	21.0	der Seewind	True	le vent du large	True	Monde	07	1	False
22	22.0	die Brise, n	True	la brise	True	Monde	07	1	False
23	23.0	"; der Windstoß, ""e"	False	le coup de vent, la bourrasqu	True	Monde	07	1	True
24	24.0	die Bö, en	True	la rafale, le grain	True	Monde	07	1	True
25	25.0	"der Sturm, ""e"	True	la tempête	True	Monde	07	1	True
26	26.0	Es stürmt.	False	IL y a de la tempête.	True	Monde	07	1	True
27	27.0	toben, wüten	False	faire rage	True	Monde	07	1	True
28	28.0	sich legen	False	se calmer	True	Monde	07	1	False
29	29.0	in einen Sturm geraten‘, ie, a, ä	False	être pris dans une tempête	True	Monde	07	1	False
30	30.0	die Windhose, n	True	la trombe	True	Monde	07	1	False
31	31.0	"der Wirbelsturm, ""e, der Zyklon, e"	True	le cyclone	True	Monde	07	1	False
32	32.0	der Tornardo, s	True	la tornade	True	Monde	07	1	True
33	33.0	der Orkan, e	True	l'ouragan 	True	Monde	07	1	True
34	34.0	der Taifun, e	True	le typhon	True	Monde	07	1	True
35	35.0	der Passat, e	True	l'alizé 	True	Monde	07	1	True
36	36.0	der Föhn, e	True	le ehn	True	Monde	07	1	True
37	37.0	der Mistral, e	True	le istral 	True	Monde	07	1	True
38	38.0	der Monsun, e	True	la ousson	True	Monde	07	1	True
39	39.0	der Samum, s/e	True	le simoun	True	Monde	07	1	True
40	40.0	der Schirokko, s	True	le sirocco	True	Monde	07	1	True
41	41.0	die Tramontana, nen/Tramontane, n	True	la tramontane	True	Monde	07	1	True
0	1.0	die Geologie	True	la géologie	True	Monde	08	0	True
1	2.0	der Geologe, n,n	True	le géologue	True	Monde	08	0	True
2	3.0	das Erdzeitalter	True	Père , la période	True	Monde	08	0	False
3	4.0	das Präkambrium	True	le précambrien	True	Monde	08	0	True
4	5.0	das Paläozoikum	True	le paléozaïque/l'ère primair	True	Monde	08	0	True
5	6.0	das Mesozoikum/das Erdmittelalter	True	le ésozoïque/ l'ère secondaire	True	Monde	08	0	True
6	7.0	das Tertiär	True	le cénozoïque/l’ère tertiaire	True	Monde	08	0	True
7	8.0	das Quartär	True	l'ère quaternaire	True	Monde	08	0	True
8	9.0	die Paläontologie	True	la paléontologie	True	Monde	08	0	True
9	10.0	das Fossil, ien ; fossil	True	le ossile ; ossile	True	Monde	08	0	True
10	11.0	das pflanzliche Fossil	True	le ossile végétal	True	Monde	08	0	True
11	12.0	das tierische Fossil	True	le ossile animal	True	Monde	08	0	True
12	13.0	fossilisieren	False	fossiliser	True	Monde	08	0	False
13	14.0	die Versteinerung	True	la pétrification	True	Monde	08	0	True
14	15.0	versteinert	False	pétrifié ; ossilisé	True	Monde	08	0	False
15	16.0	die Bodentorschung	True	la pédologie	True	Monde	08	0	True
16	17.0	die Mineralogie	True	la inéralogie	True	Monde	08	0	True
17	18.0	das Mineralreich	True	le règne inéral	True	Monde	08	0	True
18	19.0	die Kristallographie	True	la cristallagraphie	True	Monde	08	0	True
19	20.0	die Gesteinskunde/Petrographie	True	la petrographie	True	Monde	08	0	True
20	21.0	das Gestein, e	True	la roche	True	Monde	08	0	True
21	22.0	das Agglomerat, e	True	l'agglomérat 	True	Monde	08	0	True
22	23.0	das Konglomerat, e	True	le conglomérat	True	Monde	08	0	True
23	24.0	die Breccie/Brekzie, n	True	la brèche	True	Monde	08	0	True
24	25.0	das Korn, 'er	True	le grain	True	Monde	08	0	True
25	26.0	Teinkörnig	False	à grains ins	True	Monde	08	0	False
26	27.0	bröck(e)lig	False	friable	True	Monde	08	0	False
27	28.0	blättrig	False	feuilleté	True	Monde	08	0	False
28	29.0	das Sediment-, das Schichtgestein	True	les roches sédimentaires	True	Monde	08	0	True
29	30.0	das Sediment, e	True	le sédiment	True	Monde	08	0	True
30	31.0	die Schicht, en	True	la couche, la strate	True	Monde	08	0	True
31	32.0	stratifiziert	False	stratifié	True	Monde	08	0	False
32	33.0	das Trümmergestein	True	les roches détritiques	True	Monde	08	0	True
33	34.0	das Eruptivgestein	True	les roches éruptives	True	Monde	08	0	True
34	35.0	das Tiefengestein	True	les roches plutoniques	True	Monde	08	0	True
35	36.0	das Ergussgestein	True	les roches volcaniques	True	Monde	08	0	True
36	37.0	das metamorphe Gestein	True	les roches élamorphiques	True	Monde	08	0	True
37	38.0	das Mineral, ien	True	le inéral	True	Monde	08	0	True
38	39.0	amorph	False	amorphe	True	Monde	08	0	False
39	40.0	kristallin, kristallisch	False	cristallin	True	Monde	08	0	False
40	41.0	glasig	False	vitreux	True	Monde	08	0	False
41	42.0	spröde	False	cassant	True	Monde	08	0	False
42	43.0	spalten ; spaltbar	False	cliver ; clivable	True	Monde	08	0	False
43	44.0	die Spaltbarkeit	True	le clivage	True	Monde	08	0	True
44	45.0	porös	False	poreux	True	Monde	08	0	False
45	46.0	wasserdurchlässig	False	perméable	True	Monde	08	0	False
46	47.0	wasserundurchlässig	False	imperméable	True	Monde	08	0	False
47	48.0	der Alabaster	True	| l'albätre 	True	Monde	08	0	False
48	49.0	der Alaun, &	True	Palun 	True	Monde	08	0	False
49	50.0	der Asbest, e	True	Famiante 	True	Monde	08	0	False
50	51.0	der Apatit, e	True	lapatite	True	Monde	08	0	False
51	52.0	dar Aragonit	False	l'aragonite \(	True	Monde	08	0	True
52	53.0	der Ton ; tonig, lehmig	True	l'argile ; ; argileux	True	Monde	08	0	True
53	54.0	der Aventurin, e	True	l'aventurine 	True	Monde	08	0	True
54	55.0	der Azurit/die Kupferlasur, on	True	Pazurite	True	Monde	08	0	False
55	56.0	der Basalt, e	True	le basalte	True	Monde	08	0	True
56	57.0	der Biotit,.e	True	la biotite	True	Monde	08	0	True
57	58.0	die Zinkblende, n	True	la blende	True	Monde	08	0	True
58	59.0	der Kalkstein, e ; kalkhaltig	True	le calcaire ; calcaire	True	Monde	08	0	True
59	60.0	der Ghalzedon, e	True	la calcédoine	True	Monde	08	0	True
0	0.0	der Kalkspat, e/”e	True	la calcite	True	Monde	08	1	True
1	1.0	der Karneol, e	True	la cornaline à	True	Monde	08	1	True
2	2.0	der Zinnober, -	True	le cinabre, le vermillon	True	Monde	08	1	True
3	3.0	die Kreide, n ; kreidig	True	la craie ; crayeux	True	Monde	08	1	True
4	4.0	der (Berg)kristall, e	True	le cristal 	True	Monde	08	1	True
5	5.0	der Diorit, e	True	la diorite	True	Monde	08	1	True
6	6.0	der Dolomit, e	True	la dolomite	True	Monde	08	1	True
7	7.0	der Meerschaum	True	l'écume de er	True	Monde	08	1	True
8	8.0	der Schmirgel	True	l'émeri 	True	Monde	08	1	True
9	9.0	der Feldspat, e/”e	True	le eldspath	True	Monde	08	1	True
10	10.0	"der Flussspat, e/""e, der Fluorit, &"	True	la luorine	True	Monde	08	1	True
11	11.0	der Bleiglanz	True	la galène	True	Monde	08	1	True
12	12.0	der Gneis, e	True	le gneiss	True	Monde	08	1	True
13	13.0	der Granit, e	True	le granit	True	Monde	08	1	True
14	14.0	granithaltig ; Granit-	False	graniteux ; granitique	True	Monde	08	1	False
15	15.0	der Graphit, e	True	le graphite	True	Monde	08	1	True
16	16.0	der Kies, &	True	le gravier	True	Monde	08	1	True
17	17.0	der Sandstein, e	True	le grès	True	Monde	08	1	True
18	18.0	der Gips, e ; der gebrannte G.	True	le gypse ; le plâtre	True	Monde	08	1	True
19	19.0	das Kaolin, e	True	le kaolin	True	Monde	08	1	True
20	20.0	der Leuzit, e	True	la leucite	True	Monde	08	1	True
21	21.0	der Löss/Löß, e	True	le lœss	True	Monde	08	1	True
22	22.0	das Magneteisenerz	True	la agnétite	True	Monde	08	1	True
23	23.0	der Marmor, e	True	le arbre	True	Monde	08	1	True
24	24.0	marmoriert	False	marbré, jaspé	True	Monde	08	1	False
25	25.0	marmorn	False	marmoréen, de arbre	True	Monde	08	1	False
26	26.0	der Markasit, e	True	la arcassite	True	Monde	08	1	True
27	27.0	der Mergel, -	True	la marne	True	Monde	08	1	True
28	28.0	der Mühlstein, e	True	la eulière	True	Monde	08	1	True
29	29.0	der Glimmer, -	True	le ica	True	Monde	08	1	True
30	30.0	der Olivin, e/der Peridot, e	True	l'olivine 	True	Monde	08	1	True
31	31.0	der Bimsstein, e	True	la pierre ponce	True	Monde	08	1	True
32	32.0	der Porphyr, e	True	le porphyre	True	Monde	08	1	True
33	33.0	der Quarz, e	True	le quartz	True	Monde	08	1	True
34	34.0	der Rutil, e	True	le rutile	True	Monde	08	1	True
35	35.0	der Sand, e; sandig	True	le sable ; sableux	True	Monde	08	1	True
36	36.0	der Schiefer, -	True	le schiste	True	Monde	08	1	True
37	37.0	der Tonschiefer	True	le schiste argileux	True	Monde	08	1	True
38	38.0	der Feuerstein, e	True	le silex	True	Monde	08	1	True
39	39.0	das Silikat/Silicat, e	True	le silicate	True	Monde	08	1	True
40	40.0	die Kieselerde/Kieselgur	True	la silice	True	Monde	08	1	True
41	41.0	kieselhaltig	False	siliceux	True	Monde	08	1	False
42	42.0	der Antimonglanz/der Antimonit, e	True	la stibine	True	Monde	08	1	True
43	43.0	das Steinsalz, e	True	le sel gemme	True	Monde	08	1	True
44	44.0	der Serpentin, e	True	la serpentine	True	Monde	08	1	True
45	45.0	der Talk	True	le talc	True	Monde	08	1	True
46	46.0	der Lehm, e	True	la terre glaise	True	Monde	08	1	True
47	47.0	die Schamotte ;feuerfest	True	_la terre réfractaire ; réfractair	True	Monde	08	1	False
48	48.0	der Edelstein, e	True	la pierre précieuse, la gemme	True	Monde	08	1	True
49	49.0	der Halbedelstein, e	True	la pierre ine, semi-précieuse	True	Monde	08	1	True
50	50.0	der Schmuckstein, e	True	la pierre de joaillerie	True	Monde	08	1	True
51	51.0	ein-fassen	False	sertir	True	Monde	08	1	False
52	52.0	schleifen, i, i	False	tailler	True	Monde	08	1	False
53	53.0	der Schliff, e	True	la taille	True	Monde	08	1	True
54	54.0	die Facette/Fassette, n	True	la aceite	True	Monde	08	1	True
55	55.0	das Karat, e	True	le carat	True	Monde	08	1	True
56	56.0	klar	False	limpide, pur	True	Monde	08	1	False
57	57.0	vom reinsten Wasser	False	de la plus belle eau	True	Monde	08	1	False
58	58.0	der Fehler, -	True	le crapaud	True	Monde	08	1	True
59	59.0	die Nachahmung, en	True	limitation	True	Monde	08	1	False
60	60.0	-der Strass	False	le strass	True	Monde	08	1	True
61	61.0	echt ; unecht, falsch	False	vrai ; aux	True	Monde	08	1	False
0	0.0	die Goldgrube, n	True	la ine d’or	True	Monde	09	0	True
1	1.0	goldhaltig	False	aurifère	True	Monde	09	0	False
2	2.0	die Golagewinnung	True	la production aurifère	True	Monde	09	0	True
3	3.0	der Goldsucher, -, der Goldgräber, -	True	le chercheur d'or	True	Monde	09	0	True
4	4.0	der Goldstaub	True	la poudre d’or	True	Monde	09	0	True
5	5.0	der Goldklumpen, -	True	la pépite d’or	True	Monde	09	0	True
6	6.0	das Eisenbergwerk, e	True	la ine de er	True	Monde	09	0	True
